決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:歳入総額,002:歳出総額,003:歳入歳出差引,004:翌年度に繰り越すべき財源,005:実質収支,006:単年度収支,007:積立金,008:繰上償還金,009:積立金取崩し額,010:実質単年度収支
2022,61,15130,北海道,中頓別町,5,2,決算収支の状況,2,令和3年度,4324636,4150252,174384,327,174057,15592,17,0,0,15609
2022,61,15148,北海道,枝幸町,5,2,決算収支の状況,2,令和3年度,11670018,11558064,111954,28419,83535,-17360,845,0,9287,-25802
2022,61,15164,北海道,豊富町,5,2,決算収支の状況,2,令和3年度,6755901,6074136,681765,1,681764,81734,101022,0,0,182756
2022,61,15172,北海道,礼文町,5,2,決算収支の状況,2,令和3年度,6209800,6134720,75080,1,75079,1178,332187,0,160657,172708
2022,61,15181,北海道,利尻町,5,2,決算収支の状況,2,令和3年度,4578816,4443255,135561,11276,124285,68513,100001,0,0,168514
2022,61,15199,北海道,利尻富士町,5,2,決算収支の状況,2,令和3年度,5440412,5374418,65994,0,65994,38477,171795,0,0,210272
2022,61,15202,北海道,幌延町,5,2,決算収支の状況,2,令和3年度,5023255,4789757,233498,99310,134188,-7060,74,14580,0,7594
2022,61,15431,北海道,美幌町,5,2,決算収支の状況,2,令和3年度,12820548,12504815,315733,227990,87743,4438,260935,0,1567,263806
2022,61,15440,北海道,津別町,5,2,決算収支の状況,2,令和3年度,7430900,7240590,190310,15264,175046,2731,314440,7313,292832,31652
2022,61,15458,北海道,斜里町,5,2,決算収支の状況,2,令和3年度,10185872,9821474,364398,0,364398,107925,290603,0,50000,348528
2022,61,15466,北海道,清里町,5,2,決算収支の状況,2,令和3年度,7391942,7023178,368764,0,368764,96257,217379,0,28846,284790
2022,61,15474,北海道,小清水町,5,2,決算収支の状況,2,令和3年度,8185159,7748423,436736,21719,415017,223290,8,0,0,223298
2022,61,15491,北海道,訓子府町,5,2,決算収支の状況,2,令和3年度,6336434,6097953,238481,2376,236105,92146,1898,0,187483,-93439
2022,61,15504,北海道,置戸町,5,2,決算収支の状況,2,令和3年度,4917873,4782121,135752,0,135752,-33176,50097,0,0,16921
2022,61,15521,北海道,佐呂間町,5,2,決算収支の状況,2,令和3年度,6857879,6647027,210852,0,210852,-15787,364808,0,0,349021
2022,61,15555,北海道,遠軽町,5,2,決算収支の状況,2,令和3年度,21592709,20337081,1255628,274356,981272,164569,206813,0,0,371382
2022,61,15598,北海道,湧別町,5,2,決算収支の状況,2,令和3年度,10565872,9875156,690716,283963,406753,49076,468321,0,0,517397
2022,61,15601,北海道,滝上町,5,2,決算収支の状況,2,令和3年度,4713365,4320021,393344,5280,388064,93798,170554,0,0,264352
2022,61,15610,北海道,興部町,5,2,決算収支の状況,2,令和3年度,5954260,5673077,281183,33030,248153,41131,123245,0,250000,-85624
2022,61,15628,北海道,西興部村,5,2,決算収支の状況,2,令和3年度,2390357,2319933,70424,248,70176,45422,15249,0,0,60671
2022,61,15636,北海道,雄武町,5,2,決算収支の状況,2,令和3年度,7316471,6773913,542558,162794,379764,168625,201520,0,350000,20145
2022,61,15644,北海道,大空町,5,2,決算収支の状況,2,令和3年度,9690631,9490121,200510,5155,195355,10195,233,0,0,10428
2022,61,15717,北海道,豊浦町,5,2,決算収支の状況,2,令和3年度,5524399,5351985,172414,127924,44490,22903,341,0,0,23244
2022,61,15750,北海道,壮瞥町,5,2,決算収支の状況,2,令和3年度,4307438,4245897,61541,1800,59741,-28059,276032,0,0,247973
2022,61,15784,北海道,白老町,5,2,決算収支の状況,2,令和3年度,13006548,12652692,353856,44919,308937,13933,288945,0,123195,179683
2022,61,15814,北海道,厚真町,5,2,決算収支の状況,2,令和3年度,13583922,12400419,1183503,519929,663574,8641,1916,0,0,10557
2022,61,15849,北海道,洞爺湖町,5,2,決算収支の状況,2,令和3年度,8539116,8327476,211640,14000,197640,113491,141,0,0,113632
2022,61,15857,北海道,安平町,5,2,決算収支の状況,2,令和3年度,9530434,9393412,137022,7419,129603,-3285,177317,0,0,174032
2022,61,15865,北海道,むかわ町,5,2,決算収支の状況,2,令和3年度,10657557,10390361,267196,13521,253675,53621,324770,0,0,378391
2022,61,16012,北海道,日高町,5,2,決算収支の状況,2,令和3年度,12959210,12223745,735465,418392,317073,122111,97885,0,890,219106
2022,61,16021,北海道,平取町,5,2,決算収支の状況,2,令和3年度,7251848,7114007,137841,23847,113994,38676,3461,0,0,42137
2022,61,16047,北海道,新冠町,5,2,決算収支の状況,2,令和3年度,6349511,6226183,123328,3388,119940,32872,131967,0,25513,139326
2022,61,16071,北海道,浦河町,5,2,決算収支の状況,2,令和3年度,11891654,11528612,363042,63509,299533,35023,45,0,53469,-18401
2022,61,16080,北海道,様似町,5,2,決算収支の状況,2,令和3年度,5173898,5119835,54063,149,53914,12594,280660,0,0,293254
2022,61,16098,北海道,えりも町,5,2,決算収支の状況,2,令和3年度,6188685,6119086,69599,485,69114,28520,811000,0,218000,621520
2022,61,16101,北海道,新ひだか町,5,2,決算収支の状況,2,令和3年度,18968423,18086700,881723,393561,488162,327022,287145,0,0,614167
2022,61,16314,北海道,音更町,5,2,決算収支の状況,2,令和3年度,25332808,24719244,613564,33953,579611,39483,7,0,0,39490
2022,61,16322,北海道,士幌町,5,2,決算収支の状況,2,令和3年度,8506451,8012954,493497,224299,269198,36755,100205,156050,0,293010
2022,61,16331,北海道,上士幌町,5,2,決算収支の状況,2,令和3年度,9274764,8759985,514779,4342,510437,3801,188378,0,209933,-17754
2022,61,16349,北海道,鹿追町,5,2,決算収支の状況,2,令和3年度,8451401,7891455,559946,27698,532248,-61466,100,0,0,-61366
2022,61,16357,北海道,新得町,5,2,決算収支の状況,2,令和3年度,9760115,8896609,863506,798938,64568,-5257,1040,265864,214000,47647
2022,61,16365,北海道,清水町,5,2,決算収支の状況,2,令和3年度,10367619,9959460,408159,24992,383167,35797,285434,861,413846,-91754
2022,61,16373,北海道,芽室町,5,2,決算収支の状況,2,令和3年度,15721989,15051655,670334,58365,611969,224843,50022,113945,0,388810
2022,61,16381,北海道,中札内村,5,2,決算収支の状況,2,令和3年度,6962534,6499652,462882,143471,319411,177459,21,0,190000,-12520
2022,61,16390,北海道,更別村,5,2,決算収支の状況,2,令和3年度,5513667,5302026,211641,1538,210103,83029,63581,119790,117441,148959
2022,61,16411,北海道,大樹町,5,2,決算収支の状況,2,令和3年度,11836200,11474084,362116,2553,359563,138919,100018,0,87200,151737
2022,61,16420,北海道,広尾町,5,2,決算収支の状況,2,令和3年度,8046380,7818817,227563,909,226654,70650,8,0,0,70658
2022,61,16438,北海道,幕別町,5,2,決算収支の状況,2,令和3年度,19125085,18144512,980573,475012,505561,55108,61000,0,0,116108
2022,61,16446,北海道,池田町,5,2,決算収支の状況,2,令和3年度,9071721,8838212,233509,18297,215212,10088,143617,0,0,153705
2022,61,16454,北海道,豊頃町,5,2,決算収支の状況,2,令和3年度,5695442,5601017,94425,288,94137,-24103,60526,0,0,36423
2022,61,16462,北海道,本別町,5,2,決算収支の状況,2,令和3年度,7965338,7832978,132360,441,131919,12881,502458,53,159987,355405
2022,61,16471,北海道,足寄町,5,2,決算収支の状況,2,令和3年度,10533104,10376758,156346,16112,140234,49164,170380,0,0,219544
2022,61,16489,北海道,陸別町,5,2,決算収支の状況,2,令和3年度,5711157,5607391,103766,2091,101675,-24740,62707,0,200000,-162033
2022,61,16497,北海道,浦幌町,5,2,決算収支の状況,2,令和3年度,7728253,7512584,215669,1600,214069,6831,187539,0,0,194370
2022,61,16616,北海道,釧路町,5,2,決算収支の状況,2,令和3年度,11038341,10650517,387824,4275,383549,234373,219220,0,6500,447093
2022,61,16624,北海道,厚岸町,5,2,決算収支の状況,2,令和3年度,12368321,11752159,616162,23485,592677,110256,50000,0,311607,-151351
2022,61,16632,北海道,浜中町,5,2,決算収支の状況,2,令和3年度,9306671,9148939,157732,14600,143132,26110,291498,0,0,317608
2022,61,16641,北海道,標茶町,5,2,決算収支の状況,2,令和3年度,13946942,13065337,881605,692763,188842,29605,352402,0,590000,-207993
2022,61,16659,北海道,弟子屈町,5,2,決算収支の状況,2,令和3年度,15952352,15766690,185662,61627,124035,20531,417430,0,0,437961
2022,61,16675,北海道,鶴居村,5,2,決算収支の状況,2,令和3年度,5700014,5579363,120651,47534,73117,-2235,97695,0,0,95460
2022,61,16683,北海道,白糠町,5,2,決算収支の状況,2,令和3年度,24699034,24580667,118367,88,118279,-107690,61471,0,177000,-223219
2022,61,16918,北海道,別海町,5,2,決算収支の状況,2,令和3年度,23860380,22731909,1128471,792116,336355,276039,1834,0,0,277873
2022,61,16926,北海道,中標津町,5,2,決算収支の状況,2,令和3年度,17878131,17247416,630715,9504,621211,375012,538434,0,11500,901946
2022,61,16934,北海道,標津町,5,2,決算収支の状況,2,令和3年度,8453258,8118470,334788,5055,329733,79832,1,0,0,79833
2022,61,16942,北海道,羅臼町,5,2,決算収支の状況,2,令和3年度,6343800,5994190,349610,1051,348559,239129,425,0,0,239554
2022,61,18015,北海道,日高中部広域連合,6,2,決算収支の状況,2,令和3年度,468428,468102,326,0,326,326,0,0,0,326
2022,61,18023,北海道,北海道市町村総合事務組合,6,2,決算収支の状況,2,令和3年度,1039618,1019493,20125,0,20125,-3896,4771,0,0,875
2022,61,18031,北海道,南空知葬斎組合,6,2,決算収支の状況,2,令和3年度,103936,100026,3910,0,3910,117,0,0,0,117
2022,61,18058,北海道,北海道市町村備荒資金組合,6,2,決算収支の状況,2,令和3年度,19483263,19482110,1153,1153,0,0,0,0,0,0
2022,61,18074,北海道,北海道市町村職員退職手当組合,6,2,決算収支の状況,2,令和3年度,24228015,22266161,1961854,0,1961854,-108021,0,0,0,-108021
2022,61,18104,北海道,北後志衛生施設組合,6,2,決算収支の状況,2,令和3年度,182311,166230,16081,0,16081,-6702,0,0,0,-6702
2022,61,18121,北海道,空知中部広域連合,6,2,決算収支の状況,2,令和3年度,95039,93615,1424,0,1424,-183,0,0,5860,-6043
2022,61,18139,北海道,根室北部廃棄物処理広域連合,6,2,決算収支の状況,2,令和3年度,899498,881820,17678,0,17678,1052,0,0,0,1052
2022,61,18155,北海道,後志広域連合,6,2,決算収支の状況,2,令和3年度,188817,187264,1553,0,1553,-579,0,0,0,-579
2022,61,18163,北海道,とかち広域消防事務組合,6,2,決算収支の状況,2,令和3年度,6735202,6363931,371271,4498,366773,23811,0,0,0,23811
2022,61,18198,北海道,名寄地区衛生施設事務組合,6,2,決算収支の状況,2,令和3年度,591692,522282,69410,0,69410,16250,0,0,0,16250
2022,61,18236,北海道,富良野広域連合,6,2,決算収支の状況,2,令和3年度,2234284,2190394,43890,0,43890,-4345,0,0,0,-4345
2022,61,18244,北海道,釧路・根室広域地方税滞納整理機構,6,2,決算収支の状況,2,令和3年度,37796,35441,2355,0,2355,266,2089,0,567,1788
2022,61,18279,北海道,大雪浄化組合,6,2,決算収支の状況,2,令和3年度,105268,101016,4252,0,4252,-1383,1,0,3800,-5182
2022,61,18295,北海道,日高東部衛生組合,6,2,決算収支の状況,2,令和3年度,451058,445511,5547,0,5547,-6189,1,0,2000,-8188
2022,61,18309,北海道,上川中部福祉事務組合,6,2,決算収支の状況,2,令和3年度,82,82,0,0,0,0,0,0,0,0
2022,61,18325,北海道,大雪地区広域連合,6,2,決算収支の状況,2,令和3年度,1343424,1341425,1999,0,1999,505,0,0,0,505
2022,61,18333,北海道,上川広域滞納整理機構,6,2,決算収支の状況,2,令和3年度,20901,19532,1369,0,1369,-88,0,0,0,-88
2022,61,18384,北海道,北空知衛生センター組合,6,2,決算収支の状況,2,令和3年度,499217,465399,33818,0,33818,24917,0,0,0,24917
2022,61,18481,北海道,北しりべし廃棄物処理広域連合,6,2,決算収支の状況,2,令和3年度,1463765,1417180,46585,0,46585,23943,0,0,0,23943
2022,61,18490,北海道,南空知公衆衛生組合,6,2,決算収支の状況,2,令和3年度,407909,386574,21335,0,21335,8366,1918,0,0,10284
2022,61,18554,北海道,南部後志環境衛生組合,6,2,決算収支の状況,2,令和3年度,100842,99635,1207,0,1207,406,0,0,0,406
2022,61,18571,北海道,中空知広域市町村圏組合（事業会計分）,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,18597,北海道,岩内地方衛生組合,6,2,決算収支の状況,2,令和3年度,625858,572289,53569,0,53569,3449,0,0,0,3449
2022,61,18601,北海道,北部桧山衛生センター組合,6,2,決算収支の状況,2,令和3年度,408421,405579,2842,0,2842,-1865,0,0,0,-1865
2022,61,18619,北海道,羽幌町外２町村衛生施設組合,6,2,決算収支の状況,2,令和3年度,456231,436371,19860,0,19860,2592,0,0,0,2592
2022,61,18635,北海道,空知教育センター組合,6,2,決算収支の状況,2,令和3年度,19934,18278,1656,0,1656,-159,0,0,0,-159
2022,61,18643,北海道,北海道町村議会議員公務災害補償等組合,6,2,決算収支の状況,2,令和3年度,46420,43049,3371,0,3371,1794,0,0,3000,-1206
2022,61,18651,北海道,羊蹄山麓環境衛生組合,6,2,決算収支の状況,2,令和3年度,168842,157020,11822,0,11822,5896,0,0,0,5896
2022,61,18678,北海道,北海道後期高齢者医療広域連合,7,2,決算収支の状況,2,令和3年度,702129,399541,302588,0,302588,81722,160073,0,113454,128341
2022,61,18686,北海道,南渡島衛生施設組合,6,2,決算収支の状況,2,令和3年度,166066,153022,13044,0,13044,20,8001,0,0,8021
2022,61,18694,北海道,砂川地区保健衛生組合,6,2,決算収支の状況,2,令和3年度,357110,357110,0,0,0,0,0,0,0,0
2022,61,18716,北海道,苫小牧港管理組合,6,2,決算収支の状況,2,令和3年度,4544089,4256719,287370,2900,284470,112226,0,0,0,112226
2022,61,18732,北海道,斜里郡３町終末処理事業組合,6,2,決算収支の状況,2,令和3年度,96241,92975,3266,0,3266,884,0,0,0,884
2022,61,18759,北海道,西天北五町衛生施設組合,6,2,決算収支の状況,2,令和3年度,572135,553118,19017,0,19017,1525,10,0,18681,-17146
2022,61,18775,北海道,南十勝複合事務組合,6,2,決算収支の状況,2,令和3年度,322856,317305,5551,0,5551,-965,0,0,0,-965
2022,61,18791,北海道,安平・厚真行政事務組合,6,2,決算収支の状況,2,令和3年度,255776,243471,12305,0,12305,-363,1,0,4059,-4421
2022,61,18830,北海道,中空知衛生施設組合,6,2,決算収支の状況,2,令和3年度,830539,762157,68382,0,68382,-55182,0,0,0,-55182
2022,61,18856,北海道,十勝圏複合事務組合,6,2,決算収支の状況,2,令和3年度,2995820,2814772,181048,0,181048,15044,0,0,0,15044
2022,61,18899,北海道,南部檜山衛生処理組合,6,2,決算収支の状況,2,令和3年度,659944,627797,32147,0,32147,9283,0,0,0,9283
2022,61,18902,北海道,中・北空知廃棄物処理広域連合,6,2,決算収支の状況,2,令和3年度,740477,734110,6367,0,6367,260,0,0,0,260
2022,61,18911,北海道,北空知衛生施設組合,6,2,決算収支の状況,2,令和3年度,54782,48447,6335,0,6335,-1252,0,0,0,-1252
2022,61,18929,北海道,南宗谷衛生施設組合,6,2,決算収支の状況,2,令和3年度,471658,471658,0,0,0,0,0,0,0,0
2022,61,18937,北海道,函館圏公立大学広域連合,6,2,決算収支の状況,2,令和3年度,1993914,1990893,3021,0,3021,671,0,0,0,671
2022,61,18945,北海道,西胆振行政事務組合,6,2,決算収支の状況,2,令和3年度,1484843,1396233,88610,0,88610,7485,5764,0,0,13249
2022,61,18953,北海道,根室北部衛生組合,6,2,決算収支の状況,2,令和3年度,652873,650733,2140,0,2140,-272,0,0,0,-272
2022,61,18961,北海道,江差町・上ノ国町学校給食組合,6,2,決算収支の状況,2,令和3年度,551567,509062,42505,40854,1651,1548,0,0,0,1548
2022,61,18970,北海道,渡島・檜山地方税滞納整理機構,6,2,決算収支の状況,2,令和3年度,42246,36820,5426,0,5426,478,0,0,0,478
2022,61,19003,北海道,川上郡衛生処理組合,6,2,決算収支の状況,2,令和3年度,84103,78617,5486,0,5486,-1113,0,0,0,-1113
2022,61,19011,北海道,石狩北部地区消防事務組合,6,2,決算収支の状況,2,令和3年度,2057923,1993353,64570,0,64570,-1948,0,0,0,-1948
2022,61,19020,北海道,渡島西部広域事務組合,6,2,決算収支の状況,2,令和3年度,1532897,1512874,20023,0,20023,4364,0,0,0,4364
2022,61,19046,北海道,中空知広域市町村圏組合（普通会計分）,6,2,決算収支の状況,2,令和3年度,61774,23144,38630,0,38630,1622,0,0,0,1622
2022,61,19101,北海道,日高東部消防組合,6,2,決算収支の状況,2,令和3年度,836690,831188,5502,0,5502,-3447,0,0,0,-3447
2022,61,19135,北海道,日高中部消防組合,6,2,決算収支の状況,2,令和3年度,882446,872075,10371,0,10371,627,0,0,0,627
2022,61,19143,北海道,胆振東部消防組合,6,2,決算収支の状況,2,令和3年度,2323339,2296716,26623,0,26623,26486,17400,0,0,43886
2022,61,19160,北海道,日高中部衛生施設組合,6,2,決算収支の状況,2,令和3年度,778297,745634,32663,18656,14007,-4648,0,0,0,-4648
2022,61,19186,北海道,上川北部消防事務組合,6,2,決算収支の状況,2,令和3年度,1205947,1185550,20397,0,20397,-327,0,0,0,-327
2022,61,19194,北海道,遠軽地区広域組合,6,2,決算収支の状況,2,令和3年度,1854006,1801685,52321,0,52321,-9141,0,0,0,-9141
2022,61,19208,北海道,美幌・津別広域事務組合,6,2,決算収支の状況,2,令和3年度,1178019,1163229,14790,0,14790,525,0,0,0,525
2022,61,19216,北海道,網走地区消防組合,6,2,決算収支の状況,2,令和3年度,1263550,1249006,14544,0,14544,-6772,0,0,0,-6772
2022,61,19224,北海道,網走地方教育研修センター組合,6,2,決算収支の状況,2,令和3年度,17251,13713,3538,0,3538,-2,0,0,0,-2
2022,61,19232,北海道,愛別町外３町塵芥処理組合,6,2,決算収支の状況,2,令和3年度,900485,889060,11425,0,11425,-920,158,0,10000,-10762
2022,61,19241,北海道,滝川地区広域消防事務組合,6,2,決算収支の状況,2,令和3年度,2067007,1989906,77101,0,77101,-13967,0,0,0,-13967
2022,61,19259,北海道,北見地区消防組合,6,2,決算収支の状況,2,令和3年度,2908758,2844594,64164,0,64164,-19347,0,0,0,-19347
2022,61,19267,北海道,南空知消防組合,6,2,決算収支の状況,2,令和3年度,1147452,1128644,18808,0,18808,-1285,0,0,0,-1285
2022,61,19275,北海道,深川地区消防組合,6,2,決算収支の状況,2,令和3年度,1050518,1011454,39064,0,39064,570,0,0,0,570
2022,61,19283,北海道,岩見沢地区消防事務組合,6,2,決算収支の状況,2,令和3年度,1488945,1469429,19516,0,19516,-16348,0,0,0,-16348
2022,61,19291,北海道,砂川地区広域消防組合,6,2,決算収支の状況,2,令和3年度,801264,801264,0,0,0,0,0,0,0,0
2022,61,19305,北海道,根室北部消防事務組合,6,2,決算収支の状況,2,令和3年度,1665877,1665877,0,0,0,0,0,0,0,0
2022,61,19313,北海道,士別地方消防事務組合,6,2,決算収支の状況,2,令和3年度,944418,940210,4208,0,4208,-6535,0,0,0,-6535
2022,61,19321,北海道,胆振東部日高西部衛生組合,6,2,決算収支の状況,2,令和3年度,166476,160389,6087,0,6087,-1445,66,0,0,-1379
2022,61,19330,北海道,西いぶり広域連合,6,2,決算収支の状況,2,令和3年度,2666303,2665259,1044,0,1044,-569,0,0,0,-569
2022,61,19348,北海道,利尻郡清掃施設組合,6,2,決算収支の状況,2,令和3年度,292452,290356,2096,0,2096,-613,0,0,0,-613
2022,61,19364,北海道,上川教育研修センター組合,6,2,決算収支の状況,2,令和3年度,32760,29688,3072,0,3072,644,2438,0,3000,82
2022,61,19372,北海道,南渡島消防事務組合,6,2,決算収支の状況,2,令和3年度,1891451,1868607,22844,0,22844,-1403,0,0,0,-1403
2022,61,19381,北海道,斜里地区消防組合,6,2,決算収支の状況,2,令和3年度,903232,901903,1329,0,1329,8,0,0,0,8
2022,61,19402,北海道,羊蹄山ろく消防組合,6,2,決算収支の状況,2,令和3年度,1532113,1518457,13656,0,13656,2906,0,0,0,2906
2022,61,19411,北海道,南部後志衛生施設組合,6,2,決算収支の状況,2,令和3年度,235471,224464,11007,0,11007,108,1,0,0,109
2022,61,19429,北海道,大雪消防組合,6,2,決算収支の状況,2,令和3年度,1309879,1281545,28334,0,28334,-1915,0,0,0,-1915
2022,61,19437,北海道,大雪清掃組合,6,2,決算収支の状況,2,令和3年度,352895,343099,9796,0,9796,920,0,0,0,920
2022,61,19445,北海道,北留萌消防組合,6,2,決算収支の状況,2,令和3年度,1051310,1015521,35789,1617,34172,2945,0,0,0,2945
2022,61,19453,北海道,稚内地区消防事務組合,6,2,決算収支の状況,2,令和3年度,1057690,1035535,22155,0,22155,-8068,0,0,0,-8068
2022,61,19461,北海道,利尻礼文消防事務組合,6,2,決算収支の状況,2,令和3年度,594460,583575,10885,0,10885,2274,0,0,0,2274
2022,61,19470,北海道,南宗谷消防組合,6,2,決算収支の状況,2,令和3年度,637454,626698,10756,0,10756,-2131,0,0,0,-2131
2022,61,19488,北海道,紋別地区消防組合,6,2,決算収支の状況,2,令和3年度,1334914,1304310,30604,0,30604,7487,0,0,0,7487
2022,61,19496,北海道,日高西部消防組合,6,2,決算収支の状況,2,令和3年度,814647,795271,19376,0,19376,3580,0,0,0,3580
2022,61,19500,北海道,平取町外２町衛生施設組合,6,2,決算収支の状況,2,令和3年度,636423,543405,93018,47795,45223,6611,0,0,0,6611
2022,61,19518,北海道,釧路北部消防事務組合,6,2,決算収支の状況,2,令和3年度,845009,831533,13476,756,12720,968,0,0,0,968
2022,61,19534,北海道,利尻郡学校給食組合,6,2,決算収支の状況,2,令和3年度,103210,102008,1202,0,1202,198,0,0,0,198
2022,61,19551,北海道,渡島廃棄物処理広域連合,6,2,決算収支の状況,2,令和3年度,1383378,1352652,30726,0,30726,-16830,0,0,0,-16830
2022,61,19577,北海道,留萌南部衛生組合,6,2,決算収支の状況,2,令和3年度,820970,803894,17076,0,17076,-5444,0,0,0,-5444
2022,61,19585,北海道,道央廃棄物処理組合,6,2,決算収支の状況,2,令和3年度,1981270,1977016,4254,0,4254,407,0,0,0,407
2022,61,19593,北海道,檜山広域行政組合,6,2,決算収支の状況,2,令和3年度,1626831,1579977,46854,0,46854,4936,0,0,0,4936
2022,61,19607,北海道,北十勝２町環境衛生処理組合,6,2,決算収支の状況,2,令和3年度,170239,164998,5241,0,5241,2251,0,0,0,2251
2022,61,19631,北海道,留萌消防組合,6,2,決算収支の状況,2,令和3年度,538276,526735,11541,0,11541,1886,0,0,0,1886
2022,61,19640,北海道,岩内・寿都地方消防組合,6,2,決算収支の状況,2,令和3年度,1158819,1114458,44361,0,44361,-6910,0,0,0,-6910
2022,61,19658,北海道,北後志消防組合,6,2,決算収支の状況,2,令和3年度,1349128,1285996,63132,0,63132,7079,0,0,0,7079
2022,61,19666,北海道,釧路東部消防組合,6,2,決算収支の状況,2,令和3年度,1300913,1282262,18651,0,18651,-1548,0,0,0,-1548
2022,61,19712,北海道,中標津町外２町葬斎組合,6,2,決算収支の状況,2,令和3年度,71855,71855,0,0,0,0,0,0,0,0
2022,61,19721,北海道,釧路広域連合,6,2,決算収支の状況,2,令和3年度,3068031,3065643,2388,0,2388,929,0,0,0,929
2022,61,19739,北海道,石狩教育研修センター組合,6,2,決算収支の状況,2,令和3年度,32880,30022,2858,0,2858,-345,0,0,0,-345
2022,61,19747,北海道,後志教育研修センター組合,6,2,決算収支の状況,2,令和3年度,14649,13914,735,0,735,674,0,0,0,674
2022,61,19755,北海道,西紋別地区環境衛生施設組合,6,2,決算収支の状況,2,令和3年度,575217,495396,79821,0,79821,26128,0,0,0,26128
2022,61,19771,北海道,日高管内地方税滞納整理機構,6,2,決算収支の状況,2,令和3年度,24944,24251,693,693,0,0,0,0,0,0
2022,61,19780,北海道,大雪葬斎組合,6,2,決算収支の状況,2,令和3年度,45272,43312,1960,0,1960,113,0,0,0,113
2022,61,19810,北海道,石狩湾新港管理組合,6,2,決算収支の状況,2,令和3年度,1999706,1952923,46783,0,46783,-27948,0,0,0,-27948
2022,61,19852,北海道,北空知圏学校給食組合,6,2,決算収支の状況,2,令和3年度,270886,267351,3535,0,3535,-1442,0,0,0,-1442
2022,61,19925,北海道,釧路公立大学事務組合,6,2,決算収支の状況,2,令和3年度,1359845,1241844,118001,0,118001,-26664,1443,0,0,-25221
2022,61,19976,北海道,南空知ふるさと市町村圏組合,6,2,決算収支の状況,2,令和3年度,84914,36648,48266,0,48266,2072,0,0,0,2072
2022,61,22012,青森県,青森市,8,2,決算収支の状況,2,令和3年度,142061166,136837199,5223967,349766,4874201,2466669,409,61482,477746,2050814
2022,61,22021,青森県,弘前市,3,2,決算収支の状況,2,令和3年度,89468850,87412305,2056545,736962,1319583,898873,669888,0,334521,1234240
2022,61,22039,青森県,八戸市,8,2,決算収支の状況,2,令和3年度,118386410,114283995,4102415,913357,3189058,660924,1502309,0,600000,1563233
2022,61,22047,青森県,黒石市,4,2,決算収支の状況,2,令和3年度,20559055,18244006,2315049,592003,1723046,888596,414058,0,0,1302654
2022,61,22055,青森県,五所川原市,4,2,決算収支の状況,2,令和3年度,36459752,34513486,1946266,8580,1937686,1080660,13,0,833837,246836
2022,61,22063,青森県,十和田市,4,2,決算収支の状況,2,令和3年度,38115275,35235482,2879793,775730,2104063,-48806,6778,0,281721,-323749
2022,61,22071,青森県,三沢市,4,2,決算収支の状況,2,令和3年度,25665651,24808111,857540,185145,672395,4428,17,0,102049,-97604
2022,61,22080,青森県,むつ市,4,2,決算収支の状況,2,令和3年度,40763452,39997499,765953,83177,682776,345148,1618153,0,810174,1153127
2022,61,22098,青森県,つがる市,4,2,決算収支の状況,2,令和3年度,26556252,25912815,643437,19293,624144,40678,535712,0,0,576390
2022,61,22101,青森県,平川市,4,2,決算収支の状況,2,令和3年度,21623112,20600584,1022528,490823,531705,-30453,3977,0,583788,-610264
2022,61,23019,青森県,平内町,5,2,決算収支の状況,2,令和3年度,8325715,8157029,168686,4636,164050,12326,12,0,37016,-24678
2022,61,23035,青森県,今別町,5,2,決算収支の状況,2,令和3年度,3696679,3454342,242337,15938,226399,43677,255004,19250,133000,184931
2022,61,23043,青森県,蓬田村,5,2,決算収支の状況,2,令和3年度,2594305,2541142,53163,7840,45323,-30145,6518,0,0,-23627
2022,61,23078,青森県,外ヶ浜町,5,2,決算収支の状況,2,令和3年度,6449179,6320870,128309,11001,117308,26322,446295,0,468857,3760
2022,61,23213,青森県,鰺ケ沢町,5,2,決算収支の状況,2,令和3年度,8167635,8001103,166532,2923,163609,8487,68924,0,0,77411
2022,61,23230,青森県,深浦町,5,2,決算収支の状況,2,令和3年度,7591149,7393417,197732,21965,175767,86978,1796,0,0,88774
2022,61,23434,青森県,西目屋村,5,2,決算収支の状況,2,令和3年度,2616167,2530316,85851,9664,76187,-34142,130049,268400,50000,314307
2022,61,23612,青森県,藤崎町,5,2,決算収支の状況,2,令和3年度,8855153,8624675,230478,58757,171721,-102004,200273,0,163592,-65323
2022,61,23621,青森県,大鰐町,5,2,決算収支の状況,2,令和3年度,6634727,6295466,339261,630,338631,85085,24,0,0,85109
2022,61,23671,青森県,田舎館村,5,2,決算収支の状況,2,令和3年度,4701616,4145063,556553,2164,554389,41907,2347,0,0,44254
2022,61,23817,青森県,板柳町,5,2,決算収支の状況,2,令和3年度,7591343,7137391,453952,9901,444051,-81407,296242,0,185056,29779
2022,61,23841,青森県,鶴田町,5,2,決算収支の状況,2,令和3年度,7485921,6872045,613876,46744,567132,171488,195352,0,46459,320381
2022,61,23876,青森県,中泊町,5,2,決算収支の状況,2,令和3年度,11733781,11483869,249912,6698,243214,121840,1096988,0,587420,631408
2022,61,24015,青森県,野辺地町,5,2,決算収支の状況,2,令和3年度,7820205,7417236,402969,10241,392728,249719,71600,0,0,321319
